Metadata_Plate,Platemap,Metadata_Well,Total_image_sets,Percent_Failed_Saturated_OrigActin,Percent_Failed_Saturated_OrigDNA,Percent_Failed_Saturated_OrigER,Percent_Failed_Saturated_OrigMito,Percent_Failed_Saturated_OrigPM,Percent_Failed_Blur_OrigActin,Percent_Failed_Blur_OrigDNA,Percent_Failed_Blur_OrigER,Percent_Failed_Blur_OrigMito,Percent_Failed_Blur_OrigPM,Percent_Failed_Any,Percent_Failed_Blur,Percent_Failed_Saturation
CARD-CelIns-CX7_251023210001,platemap_1,B02,25,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0,4.0,8.0
CARD-CelIns-CX7_251023210001,platemap_1,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251023210001,platemap_1,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251023210001,platemap_1,B11,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251023210001,platemap_1,E02,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251023210001,platemap_1,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251023210001,platemap_1,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251023210001,platemap_1,E11,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,B11,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,4.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,E02,25,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251124150001,platemap_1,E11,25,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0
CARD-CelIns-CX7_251125110001,platemap_1,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251125110001,platemap_1,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251125110001,platemap_1,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251125110001,platemap_1,B11,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251125110001,platemap_1,E02,25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,28.000000000000004,0.0,32.0,32.0,0.0
CARD-CelIns-CX7_251125110001,platemap_1,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251125110001,platemap_1,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251125110001,platemap_1,E11,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251126130001,platemap_1,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251126130001,platemap_1,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251126130001,platemap_1,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251126130001,platemap_1,B11,25,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,4.0,4.0
CARD-CelIns-CX7_251126130001,platemap_1,E02,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251126130001,platemap_1,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251126130001,platemap_1,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251126130001,platemap_1,E11,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251130110002,platemap_2,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251130110002,platemap_2,B05,25,0.0,0.0,0.0,0.0,0.0,12.0,24.0,28.000000000000004,12.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251130110002,platemap_2,B08,25,0.0,0.0,0.0,0.0,0.0,8.0,16.0,24.0,12.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251130110002,platemap_2,B11,25,0.0,4.0,0.0,0.0,0.0,24.0,28.000000000000004,28.000000000000004,20.0,0.0,40.0,40.0,4.0
CARD-CelIns-CX7_251130110002,platemap_2,E02,25,0.0,0.0,0.0,0.0,0.0,4.0,24.0,20.0,48.0,0.0,60.0,60.0,0.0
CARD-CelIns-CX7_251130110002,platemap_2,E05,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,4.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_251130110002,platemap_2,E08,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251130110002,platemap_2,E11,25,0.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,12.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251201110001,platemap_2,B02,25,0.0,4.0,0.0,0.0,0.0,12.0,12.0,12.0,24.0,4.0,28.000000000000004,28.000000000000004,4.0
CARD-CelIns-CX7_251201110001,platemap_2,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251201110001,platemap_2,B08,25,0.0,0.0,0.0,0.0,0.0,8.0,20.0,16.0,8.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_251201110001,platemap_2,B11,25,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251201110001,platemap_2,E02,25,0.0,0.0,0.0,0.0,0.0,8.0,24.0,12.0,60.0,8.0,64.0,64.0,0.0
CARD-CelIns-CX7_251201110001,platemap_2,E05,25,0.0,0.0,0.0,0.0,0.0,8.0,12.0,4.0,8.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251201110001,platemap_2,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251201110001,platemap_2,E11,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251201190001,platemap_2,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,36.0,0.0,52.0,52.0,0.0
CARD-CelIns-CX7_251201190001,platemap_2,B05,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,16.0,20.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251201190001,platemap_2,B08,25,0.0,0.0,0.0,0.0,0.0,8.0,16.0,20.0,4.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251201190001,platemap_2,B11,25,0.0,0.0,0.0,0.0,0.0,4.0,16.0,20.0,4.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251201190001,platemap_2,E02,25,0.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,24.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251201190001,platemap_2,E05,25,0.0,0.0,0.0,0.0,0.0,8.0,4.0,8.0,12.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251201190001,platemap_2,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,8.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251201190001,platemap_2,E11,25,0.0,0.0,0.0,0.0,0.0,12.0,8.0,12.0,12.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251202100001,platemap_2,B02,25,0.0,0.0,0.0,0.0,0.0,4.0,20.0,4.0,32.0,0.0,40.0,40.0,0.0
CARD-CelIns-CX7_251202100001,platemap_2,B05,25,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,4.0
CARD-CelIns-CX7_251202100001,platemap_2,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251202100001,platemap_2,B11,25,0.0,0.0,0.0,0.0,0.0,16.0,44.0,28.000000000000004,24.0,0.0,48.0,48.0,0.0
CARD-CelIns-CX7_251202100001,platemap_2,E02,25,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,8.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251202100001,platemap_2,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251202100001,platemap_2,E08,25,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,12.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_251202100001,platemap_2,E11,25,0.0,0.0,0.0,0.0,0.0,8.0,16.0,8.0,4.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251203170001,platemap_3,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,24.0,0.0,44.0,44.0,0.0
CARD-CelIns-CX7_251203170001,platemap_3,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_251203170001,platemap_3,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251203170001,platemap_3,B11,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251203170001,platemap_3,E02,25,0.0,0.0,0.0,4.0,0.0,4.0,28.000000000000004,8.0,76.0,8.0,76.0,76.0,4.0
CARD-CelIns-CX7_251203170001,platemap_3,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251203170001,platemap_3,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251203170001,platemap_3,E11,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,20.0,0.0,32.0,32.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,B11,25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,E02,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,32.0,0.0,36.0,36.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251205100001,platemap_3,E11,25,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,B02,25,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,24.0,0.0,32.0,32.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,B11,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,E02,25,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,36.0,4.0,40.0,40.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251208160001,platemap_3,E11,25,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251210180001,platemap_3,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,20.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251210180001,platemap_3,B05,25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251210180001,platemap_3,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,8.0,8.0,0.0
CARD-CelIns-CX7_251210180001,platemap_3,B11,25,0.0,0.0,0.0,0.0,0.0,8.0,24.0,8.0,16.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251210180001,platemap_3,E02,25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251210180001,platemap_3,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,16.0,16.0,0.0
CARD-CelIns-CX7_251210180001,platemap_3,E08,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD-CelIns-CX7_251210180001,platemap_3,E11,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0
CARD-CelIns-CX7_251211180001,platemap_4,B02,25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,16.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251211180001,platemap_4,B05,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251211180001,platemap_4,B08,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,12.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251211180001,platemap_4,B11,25,0.0,0.0,0.0,0.0,0.0,8.0,12.0,16.0,8.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251211180001,platemap_4,E02,25,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,8.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251211180001,platemap_4,E05,25,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_251211180001,platemap_4,E08,25,0.0,0.0,0.0,0.0,0.0,16.0,20.0,28.000000000000004,8.0,0.0,32.0,32.0,0.0
CARD-CelIns-CX7_251211180001,platemap_4,E11,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,4.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251212100001,platemap_4,B02,25,0.0,0.0,0.0,0.0,0.0,4.0,36.0,20.0,28.000000000000004,0.0,56.00000000000001,56.00000000000001,0.0
CARD-CelIns-CX7_251212100001,platemap_4,B05,25,0.0,0.0,0.0,0.0,0.0,12.0,24.0,16.0,16.0,0.0,28.000000000000004,28.000000000000004,0.0
CARD-CelIns-CX7_251212100001,platemap_4,B08,25,0.0,0.0,0.0,0.0,0.0,16.0,12.0,16.0,4.0,0.0,36.0,36.0,0.0
CARD-CelIns-CX7_251212100001,platemap_4,B11,25,0.0,0.0,0.0,0.0,0.0,44.0,56.00000000000001,60.0,40.0,8.0,60.0,60.0,0.0
CARD-CelIns-CX7_251212100001,platemap_4,E02,25,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251212100001,platemap_4,E05,25,0.0,0.0,0.0,0.0,0.0,12.0,20.0,16.0,16.0,0.0,24.0,24.0,0.0
CARD-CelIns-CX7_251212100001,platemap_4,E08,25,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,0.0,12.0,12.0,0.0
CARD-CelIns-CX7_251212100001,platemap_4,E11,25,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,12.0,0.0,20.0,20.0,0.0
CARD-CelIns-CX7_251212180001,platemap_4,B02,25,0.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,12.0,4.0,24.0,24.0,0.0
CARD-CelIns-CX7_251212180001,platemap_4,B05,25,0.0,0.0,0.0,0.0,0.0,8.0,12.0,12.0,20.0,0.0,28.000000000000004,28.000000000000004,0.0
