Metadata_treatment,Metadata_Pathway,mean_average_precision,mean_normalized_average_precision,corrected_p_value,-log10(p-value)
UCD-0159476,Metabolism,0.6265873015873016,0.4834609143599228,0.05472260532989278,1.2618332341413614
UCD-0159465,Metabolism,0.625,0.4812652115516759,0.05472260532989278,1.2618332341413614
UCD-0159385,Metabolism,0.6248704998704998,0.4810860749589285,0.05472260532989278,1.2618332341413614
UCD-0159560,DNA Damage,0.6214285714285714,0.4763248802331205,0.05472260532989278,1.2618332341413614
UCD-0159464,Metabolism,0.6201388888888889,0.47454087170141984,0.05472260532989278,1.2618332341413614
UCD-0159459,Cytoskeletal Signaling,0.6199074074074074,0.47422066504188387,0.05472260532989278,1.2618332341413614
UCD-0159362,Stem Cells & Wnt,0.6158267400527462,0.46857590739668886,0.05631868131868131,1.2493475225933017
UCD-0159457,Proteases,0.6132034632034632,0.46494714749947763,0.05790193742000971,1.2373069043771885
UCD-0159429,Stem Cells & Wnt,0.6076388888888888,0.45724971208647575,0.06775179707510534,1.1690791809044627
UCD-0159420,Angiogenesis,0.6073006854256854,0.45678187768130946,0.06775179707510534,1.1690791809044627
UCD-0001002,Neuronal Signaling,0.6067550505050504,0.45602710484097453,0.06775179707510534,1.1690791809044627
UCD-0159659,Metabolism,0.6066405816405815,0.4558687608884568,0.06775179707510534,1.1690791809044627
UCD-0001186,Neuronal Signaling,0.6030753968253968,0.45093706651276605,0.06775179707510534,1.1690791809044627
UCD-0159417,GPCR & G Protein,0.6027777777777777,0.4762542843507566,0.09106850596212299,1.0406317882482279
UCD-0159569,Protein Tyrosine Kinase,0.6018939393939394,0.4493027649907186,0.06775179707510534,1.1690791809044627
UCD-0159359,Others,0.600297619047619,0.4470945865983339,0.06775179707510534,1.1690791809044627
UCD-0018051,Metabolism,0.6001984126984127,0.4469573551728184,0.06775179707510534,1.1690791809044627
UCD-0159517,Proteases,0.6000945691735166,0.44681370917570196,0.06775179707510534,1.1690791809044627
UCD-0159544,Angiogenesis,0.6,0.498541621775137,0.10601163542340014,0.9746464656516696
UCD-0159353,Proteases,0.5996212121212121,0.4461589177880015,0.06775179707510534,1.1690791809044627
UCD-0159516,Proteases,0.5954365079365079,0.4403702467480779,0.06775179707510534,1.1690791809044627
UCD-0159458,Others,0.5949735449735449,0.43972983342900596,0.06775179707510534,1.1690791809044627
UCD-0159399,Apoptosis,0.5944444444444444,0.4652666119944788,0.09643339117023327,1.0157725605991013
UCD-0159402,GPCR & G Protein,0.5940656565656566,0.4384739579591374,0.06775179707510534,1.1690791809044627
UCD-0001435,Others,0.5938341750841751,0.43815375129960143,0.06775179707510534,1.1690791809044627
UCD-0159477,Metabolism,0.5926346801346801,0.4364944986092785,0.06775179707510534,1.1690791809044627
UCD-0159593,Epigenetics,0.5916666666666667,0.43515545257849153,0.06775179707510534,1.1690791809044627
UCD-0159367,Neuronal Signaling,0.5871212121212122,0.42886775817305733,0.07256039840309503,1.1393003413863467
UCD-0159409,Others,0.5829365079365079,0.42307908713313375,0.07315194031061191,1.1357741499895764
UCD-0159636,Protein Tyrosine Kinase,0.5817185007974481,0.4213942266648438,0.07315194031061191,1.1357741499895764
UCD-0001098,Neuronal Signaling,0.5814574314574315,0.4210330913345401,0.07315194031061191,1.1357741499895764
UCD-0001653,Transmembrane Transporters,0.5796717171717172,0.4185629256752623,0.07315194031061191,1.1357741499895764
UCD-0159447,Ubiquitin,0.5747113997113997,0.4117013543994909,0.07756712152316547,1.1103223247063967
UCD-0018458,Proteases,0.5731150793650793,0.4094931760071062,0.07756712152316547,1.1103223247063967
UCD-0000295,Metabolism,0.570085572107631,0.4053024805236525,0.07807355099773873,1.1074960672902194
UCD-0159584,Cell Cycle,0.5692460317460317,0.4041411504120045,0.07807355099773873,1.1074960672902194
UCD-0159515,Epigenetics,0.569047619047619,0.40386668756097366,0.07807355099773873,1.1074960672902194
UCD-0159455,TGF-beta/Smad,0.56627886002886,0.4000366832306793,0.07807355099773873,1.1074960672902194
UCD-0159387,Neuronal Signaling,0.5594907407407407,0.3906467269029872,0.0807436291307259,1.0928917345389368
UCD-0159466,Cell Cycle,0.5588624338624338,0.3897775945413895,0.0807436291307259,1.0928917345389368
UCD-0159478,Cell Cycle,0.5578703703703703,0.4170429388752595,0.1565934065934066,0.8052265279765646
UCD-0159501,Cell Cycle,0.5572180134680135,0.3875028797002701,0.0897892143443745,1.0467758285002375
UCD-0159514,Others,0.5564213564213565,0.3864008697681008,0.0897892143443745,1.0467758285002375
UCD-0159379,PI3K/Akt/mTOR,0.5553751803751803,0.38495370200811985,0.09518650363720786,1.021424625264752
UCD-0001944,Epigenetics,0.5536706349206348,0.382595816606082,0.09518650363720786,1.021424625264752
UCD-0159565,TGF-beta/Smad,0.5525462962962963,0.38104052711690706,0.09978611992034811,1.0009298641357447
UCD-0011250,Endocrinology & Hormones,0.5510010822510822,0.3789030437013031,0.09978611992034811,1.0009298641357447
UCD-0159549,JAK/STAT,0.5507996632996632,0.3786244223222264,0.09978611992034811,1.0009298641357447
UCD-0159563,Angiogenesis,0.5505050505050505,0.37821688657372604,0.09978611992034811,1.0009298641357447
UCD-0159493,Epigenetics,0.55,0.3775182538620111,0.09978611992034811,1.0009298641357447
UCD-0159581,PI3K/Akt/mTOR,0.5484217171717172,0.37533502663790197,0.09978611992034811,1.0009298641357447
UCD-0159530,Proteases,0.5431394993894993,0.36802817297444407,0.09978611992034811,1.0009298641357447
UCD-0159503,Cytoskeletal Signaling,0.5402777777777777,0.364069574161499,0.09978611992034811,1.0009298641357447
UCD-0159574,Epigenetics,0.5393065268065268,0.36272604971589334,0.09978611992034811,1.0009298641357447
UCD-0159418,Transmembrane Transporters,0.5387896825396825,0.3620111027787676,0.09978611992034811,1.0009298641357447
UCD-0159631,Cell Cycle,0.5359725922225922,0.3581142421129657,0.09978611992034811,1.0009298641357447
UCD-0159591,Epigenetics,0.5343434343434343,0.3558606397988488,0.09978611992034811,1.0009298641357447
UCD-0159573,Protein Tyrosine Kinase,0.5343253968253968,0.35583568863057324,0.09978611992034811,1.0009298641357447
UCD-0159462,GPCR & G Protein,0.5324494949494949,0.35324076712991787,0.10246609577713257,0.9894198112195514
UCD-0159413,NF-κB,0.5314484126984127,0.35185597729062573,0.10477894198824433,0.9797259911809445
UCD-0018410,Metabolism,0.5282828282828282,0.3474770472582697,0.10477894198824433,0.9797259911809445
UCD-0159571,Others,0.5249999999999999,0.3429359346321228,0.10713390843684004,0.9700730509580887
UCD-0159474,DNA Damage,0.5204545454545454,0.3366482402266886,0.10824889396317966,0.9655765323708263
UCD-0001856,Angiogenesis,0.5184523809523809,0.33387866054810444,0.10900389932647997,0.9625579660439307
UCD-0018527,Microbiology,0.5176587301587301,0.33278080914398106,0.10900389932647997,0.9625579660439307
UCD-0159566,DNA Damage,0.5157407407407407,0.3614941508518548,0.16247086247086248,0.7892245140867148
UCD-0159554,Angiogenesis,0.5145833333333333,0.3285266349530027,0.11263736263736264,0.9483175269293205
UCD-0159338,Neuronal Signaling,0.5144841269841269,0.32838940352748736,0.11263736263736264,0.9483175269293205
UCD-0159468,Apoptosis,0.5134259259259258,0.35844201964177763,0.16247086247086248,0.7892245140867148
UCD-0159441,Metabolism,0.5102362914862915,0.32251340339859935,0.11765941065304122,0.9293733312908563
UCD-0159373,Angiogenesis,0.5095238095238095,0.3215278322517159,0.11765941065304122,0.9293733312908563
UCD-0159422,Apoptosis,0.5069444444444444,0.3179598151883147,0.12080978957950567,0.9178978721048169
UCD-0159637,Others,0.5056547619047619,0.31617580665661404,0.12080978957950567,0.9178978721048169
UCD-0159514B,Others,0.5055555555555555,0.31603857523109863,0.12080978957950567,0.9178978721048169
UCD-0159389,Protein Tyrosine Kinase,0.5037698412698413,0.31356840957182097,0.12287712287712288,0.9105289660399207
UCD-0001863,Angiogenesis,0.5004629629629629,0.30899402872130655,0.12287712287712288,0.9105289660399207
UCD-0159480,Transmembrane Transporters,0.5,0.37317702721892126,0.10601163542340014,0.9746464656516696
UCD-0159579,PI3K/Akt/mTOR,0.4996212121212121,0.30782964086844833,0.128125,0.8923661216001706
UCD-0159540,Others,0.49374999999999997,0.2997080355947625,0.12912943754065248,0.888974740660675
UCD-0159604,Autophagy,0.4873737373737373,0.32409167020472723,0.1661318032999449,0.7795472207963838
UCD-0001953,Epigenetics,0.4873737373737373,0.32409167020472723,0.1661318032999449,0.7795472207963838
UCD-0159626,Neuronal Signaling,0.4873737373737373,0.32409167020472723,0.1661318032999449,0.7795472207963838
UCD-0159299,Metabolism,0.48716583124477864,0.29060020256450164,0.14272063340386323,0.8455132355352715
UCD-0018304,Endocrinology & Hormones,0.4813291910331383,0.2825264203633438,0.14646344367706596,0.834270758862523
UCD-0159349,Metabolism,0.47962962962962963,0.2801754293630664,0.14740198073531408,0.8314966805432
UCD-0000576,Neuronal Signaling,0.47885584058184677,0.27910505256838564,0.14833474218089604,0.8287571188950228
UCD-0159594,Others,0.47777777777777775,0.27761377608677834,0.15202588822220725,0.8180824505110721
UCD-0159449,Ubiquitin,0.4763979076479076,0.2757050117137001,0.155694458446752,0.8077268447782245
UCD-0000201,GPCR & G Protein,0.4674603174603174,0.2978354141845309,0.1661318032999449,0.7795472207963838
UCD-0159483,Endocrinology & Hormones,0.4667522170811645,0.26236219769882674,0.1661318032999449,0.7795472207963838
UCD-0159654,Epigenetics,0.4663267288267288,0.26177362287308825,0.1661318032999449,0.7795472207963838
UCD-0159556,GPCR & G Protein,0.4657828282828283,0.26102124918354913,0.17226890756302518,0.7637931003367765
UCD-0159505,Others,0.46388888888888885,0.25840137651461814,0.17257888310519892,0.7630123460017288
UCD-0159273,Others,0.4638220439691028,0.25830891042042065,0.17257888310519892,0.7630123460017288
UCD-0159627,Metabolism,0.4624458874458875,0.29122378449828584,0.1661318032999449,0.7795472207963838
UCD-0159500,Epigenetics,0.4602843915343915,0.2534153013875576,0.17470284817223594,0.7577000146770427
UCD-0159612,Cell Cycle,0.4572272498743087,0.24918637943475858,0.17969891380296002,0.7454545479928982
UCD-0159602,Angiogenesis,0.4572089947089947,0.24916112719657924,0.17969891380296002,0.7454545479928982
UCD-0159592,Epigenetics,0.4568783068783069,0.2838828143670352,0.1661318032999449,0.7795472207963838
UCD-0159438,Cytoskeletal Signaling,0.4553751803751804,0.2466244250885668,0.18355718355718353,0.7362286146021204
UCD-0159648,GPCR & G Protein,0.4537906537906538,0.2444325609215931,0.18355718355718353,0.7362286146021204
UCD-0159663,Protein Tyrosine Kinase,0.4537906537906538,0.2444325609215931,0.18355718355718353,0.7362286146021204
UCD-0159641,JAK/STAT,0.4537906537906538,0.2444325609215931,0.18355718355718353,0.7362286146021204
UCD-0159655,Epigenetics,0.4537906537906538,0.2444325609215931,0.18355718355718353,0.7362286146021204
UCD-0018183,Proteases,0.45188492063492064,0.24179637402725124,0.18687562437562438,0.728447343295052
UCD-0159639,Protein Tyrosine Kinase,0.4497414622414622,0.23883134353050875,0.19472899981374556,0.7105693668095472
UCD-0159404,Metabolism,0.4472402597402597,0.23537144819630154,0.20560284785636898,0.6869708741138213
UCD-0159470,MAPK,0.4451388888888889,0.232464637092202,0.21008766514384491,0.6775994455341782
UCD-0159558,Cytoskeletal Signaling,0.44076756576756576,0.2264178174266585,0.2189821351832525,0.6595913139626328
UCD-0159397,Others,0.4399801587301587,0.2253286029653996,0.2189821351832525,0.6595913139626328
UCD-0159407,NF-κB,0.4396762959262959,0.22490827174598876,0.21905166656547875,0.659453438320374
UCD-0159509,Others,0.4379477004477004,0.22251711811958355,0.21905166656547875,0.659453438320374
UCD-0159658,Autophagy,0.4377667471417472,0.22226680671989638,0.21905166656547875,0.659453438320374
UCD-0022022,Others,0.4376082251082251,0.22204752433716712,0.21905166656547875,0.659453438320374
UCD-0159496,Others,0.43646214896214897,0.22046216549135247,0.2209305845669482,0.6557441583285767
UCD-0001957,Epigenetics,0.43311965811965814,0.21583852207783263,0.22834386322124745,0.6414106556355311
UCD-0159539,Proteases,0.43125901875901873,0.2132647131041796,0.22834386322124745,0.6414106556355311
UCD-0159622,JAK/STAT,0.4266624579124579,0.2069063237219647,0.2326206402293359,0.6333517533220467
UCD-0159600,Epigenetics,0.4253968253968254,0.24237382990998566,0.17812420138001536,0.7492770698026706
UCD-0001888,PI3K/Akt/mTOR,0.4232142857142857,0.20213649205329204,0.23809523809523808,0.6232492903979004
UCD-0159542,MAPK,0.42200854700854706,0.20046860242010456,0.23866943866943865,0.622203188311877
UCD-0159582,Neuronal Signaling,0.4171717171717172,0.19377785068098857,0.24158147482544268,0.6169363717460645
UCD-0159527,DNA Damage,0.4167896917896917,0.1932493977323837,0.24158147482544268,0.6169363717460645
UCD-0159578,PI3K/Akt/mTOR,0.41666666666666663,0.26870653175540815,0.16606354370704823,0.7797256987023287
UCD-0159444,MAPK,0.4112193362193362,0.18554396515006283,0.24334489040371393,0.6137777683552145
UCD-0159414,DNA Damage,0.4060185185185185,0.17834971163061755,0.2450989010989011,0.6106586359031783
UCD-0159664,Epigenetics,0.40259740259740256,0.17361730671435818,0.24661654135338348,0.6079777972554067
UCD-0159511,Autophagy,0.3989357864357864,0.1685522195544251,0.24661654135338348,0.6079777972554067
UCD-0159391,Protein Tyrosine Kinase,0.39464285714285713,0.1626138415048483,0.24661654135338348,0.6079777972554067
UCD-0159596,Cytoskeletal Signaling,0.393995574142633,0.16171845961101505,0.24661654135338348,0.6079777972554067
UCD-0159337,Neuronal Signaling,0.39375,0.16137875867520943,0.24661654135338348,0.6079777972554067
UCD-0159644,Transmembrane Transporters,0.39365079365079364,0.20051603045749866,0.19472899981374556,0.7105693668095472
UCD-0018240,PI3K/Akt/mTOR,0.3902046783625731,0.15647454088968438,0.2493902963876854,0.6031204486412295
UCD-0000737,GPCR & G Protein,0.3893939393939394,0.15535305153666829,0.2493902963876854,0.6031204486412295
UCD-0159625,Endocrinology & Hormones,0.38819073083778965,0.15368866184111216,0.25160553731982305,0.5992798051942534
UCD-0159535,Others,0.38815212565212565,0.15363525956692972,0.25160553731982305,0.5992798051942534
UCD-0159589,DNA Damage,0.3854014041514041,0.14983020640491096,0.2522159774068171,0.5982274051545786
UCD-0159618,MAPK,0.38375698375698375,0.1475554915637916,0.2522159774068171,0.5982274051545786
UCD-0001616B,Others,0.38096382783882776,0.14369173917897077,0.2522159774068171,0.5982274051545786
UCD-0159614,Metabolism,0.3798611111111111,0.14216635910304928,0.2522159774068171,0.5982274051545786
UCD-0159572,Epigenetics,0.37967171717171716,0.14190437183615617,0.2522159774068171,0.5982274051545786
UCD-0159374,Endocrinology & Hormones,0.3763888888888889,0.13736325921000928,0.2522159774068171,0.5982274051545786
UCD-0159640,Epigenetics,0.37541763791763794,0.13601973476440368,0.2522159774068171,0.5982274051545786
UCD-0159366,Metabolism,0.3733886483886484,0.133213048220179,0.2522159774068171,0.5982274051545786
UCD-0159460,Angiogenesis,0.3691942195231669,0.1274109250996534,0.2538628883806549,0.5954007829762935
UCD-0159360,Metabolism,0.36220238095238094,0.1177391653613028,0.25892335512588677,0.5868287740346956
UCD-0159608,Metabolism,0.35887551990493166,0.11313714253024792,0.26469780219780215,0.5772496646575843
UCD-0159547,Apoptosis,0.3586968586968587,0.11289000177298485,0.26469780219780215,0.5772496646575843
UCD-0159611,Others,0.3585137085137085,0.1126366514489564,0.26469780219780215,0.5772496646575843
UCD-0159341,Metabolism,0.35573593073593074,0.10879417153452436,0.26469780219780215,0.5772496646575843
UCD-0159650,MAPK,0.3548890923890924,0.10762274617266536,0.26469780219780215,0.5772496646575843
UCD-0159382,Neuronal Signaling,0.3501230251230251,0.101029879786015,0.26965553150091803,0.5691906665099344
UCD-0159436,Stem Cells & Wnt,0.3499098124098124,0.10073494418152726,0.2712262861516593,0.566668222705397
UCD-0159646,GPCR & G Protein,0.3491395042865631,0.09966938252458397,0.2721140245892721,0.5652490743732337
UCD-0159649,Angiogenesis,0.3489024864024864,0.09934151739937061,0.2721140245892721,0.5652490743732337
UCD-0000450,Neuronal Signaling,0.34035057005258246,0.08751171334978347,0.27828054298642535,0.5555171579096939
UCD-0159606,Autophagy,0.3400144993894994,0.0870468292316019,0.27828054298642535,0.5555171579096939
UCD-0159545,Autophagy,0.33801892551892554,0.08428636632604156,0.27828054298642535,0.5555171579096939
UCD-0159605,PI3K/Akt/mTOR,0.3364316239316239,0.1250713717327998,0.24045496282693046,0.6189662549548729
UCD-0159603,GPCR & G Protein,0.3361319236319236,0.08167609026029352,0.28392288976230584,0.5467995933961755
UCD-0159562,Epigenetics,0.3331582633053221,0.07756264743246202,0.28392288976230584,0.5467995933961755
UCD-0159665,Others,0.3314493240963829,0.07519868418174167,0.28392288976230584,0.5467995933961755
UCD-0159551,Epigenetics,0.330718954248366,0.11753909860168628,0.24833434282253178,0.6049632165430582
UCD-0159408,Neuronal Signaling,0.3280844155844156,0.07054403056813277,0.2843273231622746,0.5461814036636747
UCD-0159557,Others,0.32234432234432236,0.06260380109460369,0.28691163557991645,0.5422518387680013
UCD-0159437,Cytoskeletal Signaling,0.3214285714285714,0.1493116797971074,0.2258919163028752,0.6460993103274033
UCD-0159657,Others,0.31906565656565655,0.05806844643036644,0.2938365981844243,0.5318941125632697
UCD-0159575,Autophagy,0.312055292202351,0.048371060097179855,0.30650359256128484,0.5135644307038106
UCD-0159280,Others,0.30966394716394713,0.04506312979690418,0.3068490262734867,0.513075250528078
UCD-0159653,Protein Tyrosine Kinase,0.3076326451326451,0.0422532443849519,0.30719280719280717,0.5125889573678831
UCD-0159528,Transmembrane Transporters,0.3073202819139351,0.041821154603147746,0.30753494715308555,0.5121055254386104
UCD-0159552,Protein Tyrosine Kinase,0.3021990740740741,0.034737024828720466,0.3178460494374984,0.49778318211981404
UCD-0017582,Neuronal Signaling,0.30137362637362636,0.03359518899334205,0.3178460494374984,0.49778318211981404
UCD-0159270,Others,0.2976298920377868,0.028416508356786115,0.32136347065257015,0.49300349096918866
UCD-0159289,Metabolism,0.2956114243943191,0.02562437666072215,0.32347140039447736,0.490164111285638
UCD-0159652,Proteases,0.29560738968633704,0.02561879547834475,0.32347140039447736,0.490164111285638
UCD-0159412,Apoptosis,0.29545454545454547,0.1167494474448436,0.2258919163028752,0.6460993103274033
UCD-0001775,Others,0.2953203809434459,0.025221778359607608,0.32347140039447736,0.490164111285638
UCD-0159643,Metabolism,0.2914890664890665,0.019921948778350157,0.3352926143623818,0.4745760128610387
UCD-0159624,GPCR & G Protein,0.28820553085258965,0.015379857675015964,0.3460136151551465,0.46090681198637096
UCD-0001613,Endocrinology & Hormones,0.28560788483389105,0.01178655272042057,0.35042735042735046,0.45540200502642614
UCD-0159633,Apoptosis,0.27867618492618496,0.002197982359857409,0.36458254389288874,0.4382041290778644
UCD-0159610,Transmembrane Transporters,0.2626984126984127,0.02785260771598992,0.3050708327816761,0.515599312408371
UCD-0001952,Epigenetics,0.2616174334924335,-0.021399265149954914,0.4216150821655409,0.37508386178006414
UCD-0159623,DNA Damage,0.2576215451215451,-0.026926748639917286,0.42586180942345325,0.3707313049845587
UCD-0159620,DNA Damage,0.2555217658158835,-0.02983135817034544,0.42797066259480837,0.368586000869722
UCD-0001014,Neuronal Signaling,0.24616244608504673,-0.042778037478601,0.4474775224775225,0.3492287751171237
UCD-0159647,GPCR & G Protein,0.24414058164058164,-0.045574867944923075,0.4536144127980863,0.3433131549545768
UCD-0159453,TGF-beta/Smad,0.24158653846153846,-0.04910785740670666,0.45462682114265823,0.34234494623830813
UCD-0001024,Neuronal Signaling,0.24067400070689546,-0.050370164284322255,0.4597028253913129,0.3375228270130456
UCD-0159661,Transmembrane Transporters,0.23889709827209826,-0.052828140573943125,0.46577071577071577,0.3318278201787167
UCD-0159629,Angiogenesis,0.2338781588781589,-0.05977080314661007,0.4869983948635634,0.3124724702084579
UCD-0159526,DNA Damage,0.22916666666666666,0.03364791696250361,0.27589200922534257,0.5592608779898103
UCD-0159555,Cytoskeletal Signaling,0.22810846560846562,-0.06775197812705291,0.5121716848174247,0.290584434980164
UCD-0159628,GPCR & G Protein,0.2193149443149443,-0.07991599254814785,0.5382402832067262,0.2690238017047381
UCD-0159590,Others,0.21845157157657158,-0.08111028981425941,0.5390502354788068,0.26837075990673215
UCD-0159642,Proteases,0.2005529193029193,-0.10586936608274776,0.6131084950684059,0.21246266636212707
UCD-0159617,Endocrinology & Hormones,0.19828042328042328,-0.05708384367301491,0.42586180942345325,0.3707313049845587
UCD-0159451,Ubiquitin,0.19642857142857142,-0.007394063398162256,0.32347140039447736,0.490164111285638
UCD-0159405,Metabolism,0.1893442205942206,-0.12137427795858194,0.6608058608058608,0.17992611383483312
UCD-0159253,Epigenetics,0.18405571144541732,-0.12868983442394594,0.6763236763236763,0.16984540879417434
UCD-0001567,Transmembrane Transporters,0.18333333333333335,-0.0238108555424286,0.32347140039447736,0.490164111285638
UCD-0159264,Neuronal Signaling,0.18333333333333335,-0.0238108555424286,0.32347140039447736,0.490164111285638
UCD-0001800,Others,0.18333333333333335,-0.0238108555424286,0.32347140039447736,0.490164111285638
UCD-0159609,Others,0.15000000000000002,-0.06559905372783385,0.3612700663391908,0.4421680211672878
UCD-0159632,Angiogenesis,0.14545454545454545,-0.07129744438948002,0.3612700663391908,0.4421680211672878
